PrimaryDI|gmdnPTName|gmdnPTDefinition
00853359008056|Peripheral vascular intervention infusion catheter|A flexible tube designed primarily to enable the delivery of diagnostic or therapeutic solutions into the peripheral vasculature during a cardiovascular procedure (e.g., delivery of an antithrombotic agent); some types may in addition be applied to coronary or pulmonary vasculature. It is percutaneously introduced and may include features such as side holes for infusion across a specific region, an expanding frame to disrupt clotted blood to improve diffusion, or a balloon to support infusion at a specific region. It is neither a peripherally-inserted central venous catheter, dedicated occluding catheter, nor superselective small vessel microcatheter. This is a single-use device.
00853359008049|Peripheral vascular intervention infusion catheter|A flexible tube designed primarily to enable the delivery of diagnostic or therapeutic solutions into the peripheral vasculature during a cardiovascular procedure (e.g., delivery of an antithrombotic agent); some types may in addition be applied to coronary or pulmonary vasculature. It is percutaneously introduced and may include features such as side holes for infusion across a specific region, an expanding frame to disrupt clotted blood to improve diffusion, or a balloon to support infusion at a specific region. It is neither a peripherally-inserted central venous catheter, dedicated occluding catheter, nor superselective small vessel microcatheter. This is a single-use device.
00853359008032|Peripheral vascular intervention infusion catheter|A flexible tube designed primarily to enable the delivery of diagnostic or therapeutic solutions into the peripheral vasculature during a cardiovascular procedure (e.g., delivery of an antithrombotic agent); some types may in addition be applied to coronary or pulmonary vasculature. It is percutaneously introduced and may include features such as side holes for infusion across a specific region, an expanding frame to disrupt clotted blood to improve diffusion, or a balloon to support infusion at a specific region. It is neither a peripherally-inserted central venous catheter, dedicated occluding catheter, nor superselective small vessel microcatheter. This is a single-use device.
00853359008025|Peripheral vascular intervention infusion catheter|A flexible tube designed primarily to enable the delivery of diagnostic or therapeutic solutions into the peripheral vasculature during a cardiovascular procedure (e.g., delivery of an antithrombotic agent); some types may in addition be applied to coronary or pulmonary vasculature. It is percutaneously introduced and may include features such as side holes for infusion across a specific region, an expanding frame to disrupt clotted blood to improve diffusion, or a balloon to support infusion at a specific region. It is neither a peripherally-inserted central venous catheter, dedicated occluding catheter, nor superselective small vessel microcatheter. This is a single-use device.
00853359008018|Peripheral vascular intervention infusion catheter|A flexible tube designed primarily to enable the delivery of diagnostic or therapeutic solutions into the peripheral vasculature during a cardiovascular procedure (e.g., delivery of an antithrombotic agent); some types may in addition be applied to coronary or pulmonary vasculature. It is percutaneously introduced and may include features such as side holes for infusion across a specific region, an expanding frame to disrupt clotted blood to improve diffusion, or a balloon to support infusion at a specific region. It is neither a peripherally-inserted central venous catheter, dedicated occluding catheter, nor superselective small vessel microcatheter. This is a single-use device.
00853359008001|Peripheral vascular intervention infusion catheter|A flexible tube designed primarily to enable the delivery of diagnostic or therapeutic solutions into the peripheral vasculature during a cardiovascular procedure (e.g., delivery of an antithrombotic agent); some types may in addition be applied to coronary or pulmonary vasculature. It is percutaneously introduced and may include features such as side holes for infusion across a specific region, an expanding frame to disrupt clotted blood to improve diffusion, or a balloon to support infusion at a specific region. It is neither a peripherally-inserted central venous catheter, dedicated occluding catheter, nor superselective small vessel microcatheter. This is a single-use device.
00733132639489|Intravascular occluding/stent-graft post-dilation balloon catheter|A dual-purpose flexible tube or shaft with an inflatable balloon at its distal end intended for short-term (<= 30 days) percutaneous introduction, under image guidance, to: 1) temporarily block a large blood vessel (e.g., aorta, iliac artery), typically for emergency control of haemorrhage; and 2) dilate a previously deployed stent-graft (not included) for stabilization in the vessel. Disposable devices intended for catheter introduction may be included with the catheter. This is a single-use device.
08714729112495|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
08714729112396|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
08714729112389|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00813132024840|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00813132024666|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00813132023263|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294595|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294564|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294533|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294502|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294472|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294441|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294410|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294380|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294359|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294328|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294298|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294267|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294236|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294205|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294175|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00763000294144|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004526|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004496|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004472|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004465|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004441|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004434|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004427|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
08714729402411|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
08714729402398|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
08714729402374|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00690103043754|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00690103043747|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00690103043730|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00690103043723|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00690103043716|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00878528001935|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00878528001928|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00878528001911|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00878528001904|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00860005855124|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
00860005855100|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004717|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004700|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004694|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004687|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004519|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
07613327004502|Intravascular occluding balloon catheter, image-guided|A flexible tube with an inflatable balloon(s) at the distal end intended to be introduced short-term under image guidance to temporarily block a blood vessel. It may be used for arteriography, selective angiography, preoperative occlusion, peripheral and intracranial vasculature occlusion, emergency control of haemorrhage, to treat malformations (e.g., aneurysms), chemotherapeutic drug infusion, and renal opacification procedures. It may have a dual- or multi-lumen design, one for balloon inflation and another to pass it over a guidewire, or for the infusion of contrast medium, delivery of a smaller catheter, or embolic agents. This is a single-use device.
