PrimaryDI|publicDeviceRecordKey|publicVersionStatus|deviceRecordStatus|publicVersionNumber|publicVersionDate|devicePublishDate|deviceCommDistributionEndDate|deviceCommDistributionStatus|brandName|versionModelNumber|catalogNumber|dunsNumber|companyName|deviceCount|deviceDescription|DMExempt|premarketExempt|deviceHCTP|deviceKit|deviceCombinationProduct|singleUse|lotBatch|serialNumber|manufacturingDate|expirationDate|donationIdNumber|labeledContainsNRL|labeledNoNRL|MRISafetyStatus|rx|otc|deviceSterile|sterilizationPriorToUse
10887714024853|39d37a41-e8e2-451c-80f6-2579d7868677|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB403050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024846|bf6f707f-f961-4db5-bd33-74555b6f0200|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB403030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024839|5eb349b4-f887-433a-a78e-1dea628ee821|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB354070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024822|cf519056-94b0-4453-9108-e55edb3702e2|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB354050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024815|5a101650-4042-428e-9c6a-bb71a1309076|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB354030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024808|4ed20026-3d46-4a88-8b65-0247b885e092|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB353070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024792|0662631b-df2e-45c6-b341-d40a00f1556f|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB353050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024785|9a7e9586-d2b0-4f58-8bca-2e8f71833322|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB353030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024778|d33f7673-1f4b-4443-b53b-bfd566347440|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB304070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024761|100c2700-72af-4d03-9fe5-86af4847c878|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB304050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024754|f39e9c43-1264-400d-812a-266795bb685a|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB304030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024747|b0c73dd5-ea8c-478d-acef-29de2479e3a4|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB303070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024730|52765d19-43cb-47f1-8ade-55f1976cc8b0|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB303050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024723|9713bad4-0009-4290-b4d9-806342d0048f|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB303030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024716|102e63da-eb13-4e55-8d32-55600d9a02d3|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB254070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024709|3410db3e-973c-460e-a400-470c79068492|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB254050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024693|9695393f-19f5-41bf-85b6-ca073a622bcb|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB254030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024686|909e915d-a48e-462e-a1cc-5a17c9607d37|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB253070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024679|1d25181a-c371-4e78-9f69-9d1cd7a0832e|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB253050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024662|50c1b5e6-0329-4d39-bc90-bd80eb6218fa|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB253030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024655|39bc502f-7f3c-4b0e-8e70-f01c60e7ae74|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB204070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024648|4109a62a-ab0a-45a4-97ec-d42add22302c|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB204050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024631|1a9935ce-e048-496f-8d04-4e2d40130e1f|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB204030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024624|57ebc1b4-70d1-4d38-a0e1-4e6a24dbf5ee|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB203070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024617|2e8321d8-c1b3-47a8-bb3c-49817ada48e0|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB203050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024600|3c336ca2-25c9-4f4b-86ad-481b8bd8088f|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|REBOA Catheter|362|RB203030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024594|31b2226c-6e25-4c52-9870-687922a97fcb|Update|Published|4|2019-03-21|2016-09-16||In Commercial Distribution|REBOA Catheter|362|RB154070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024587|243e9913-ee63-4958-8e17-477f69d8217a|Update|Published|4|2019-03-21|2016-09-16||In Commercial Distribution|REBOA Catheter|362|RB154050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024570|4ba40b3a-35cf-433b-8667-857c5df82253|Update|Published|4|2019-03-21|2016-09-16||In Commercial Distribution|REBOA Catheter|362|RB154030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024563|64c43f74-38e6-4e41-8706-5a4fabb242a4|Update|Published|4|2019-03-21|2016-09-16||In Commercial Distribution|REBOA Catheter|362|RB153070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024556|66c8c05e-d66c-41ee-937d-16c4f201b063|Update|Published|4|2019-03-21|2016-09-16||In Commercial Distribution|REBOA Catheter|362|RB153050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024549|c365057b-d182-4921-a65d-2d2cb322ce15|Update|Published|4|2019-03-21|2016-09-16||In Commercial Distribution|REBOA Catheter|362|RB153030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
00811806011530|e77748e2-bba2-4d58-842a-86967ef778c6|Update|Published|2|2018-03-29|2016-01-15||In Commercial Distribution|Amplatzer™|Sizing Balloon II|9-SB-034|966215829|AGA MEDICAL CORPORATION|1|Sizing Balloon II||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|
00811806011523|9f9eeae3-4054-4f87-a658-744969048732|Update|Published|2|2018-03-29|2016-01-15||In Commercial Distribution|Amplatzer™|Sizing Balloon II|9-SB-024|966215829|AGA MEDICAL CORPORATION|1|Sizing Balloon II||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|
00811806011516|f1229475-f7c1-47e6-98dc-6d50a6074b5e|Update|Published|2|2018-03-29|2016-01-15||In Commercial Distribution|Amplatzer™|Sizing Balloon II|9-SB-018|966215829|AGA MEDICAL CORPORATION|1|Sizing Balloon II||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|
M465ACX10106|61062555-0d84-47fa-be89-953c527b60af|Update|Published|5|2022-02-15|2016-05-09||In Commercial Distribution|Paxwire Occlusion Balloon System |ACX101|ACX101|132286761|Access Closure, Inc.|1|The PaxWire Balloon Occlusion System is indicated for temporary flow occlusion in the iliofemoral artery.||||||true|true|||true|||true|Labeling does not contain MRI Safety Information|true||true|
08714729402428|5550b3bb-5499-4213-96d4-79350af90fb9|Update|Published|3|2019-03-21|2016-09-24||In Commercial Distribution|Equalizer™|M001171120||021717889|BOSTON SCIENTIFIC CORPORATION|1|Occlusion Balloon Catheter||||||true|true|||true||true||Labeling does not contain MRI Safety Information|true||true|
08714729402404|2d7ed6cb-225c-44dc-b14e-c32757ff92bb|Update|Published|3|2019-03-21|2016-09-24||In Commercial Distribution|Equalizer™|M001171100||021717889|BOSTON SCIENTIFIC CORPORATION|1|Occlusion Balloon Catheter||||||true|true|||true||true||Labeling does not contain MRI Safety Information|true||true|
08714729402381|7bb9ad2d-b617-4041-92a2-69286689cfa1|Update|Published|3|2019-03-21|2016-09-24||In Commercial Distribution|Equalizer™|M001171080||021717889|BOSTON SCIENTIFIC CORPORATION|1|Occlusion Balloon Catheter||||||true|true|||true||true||Labeling does not contain MRI Safety Information|true||true|
08714729402367|1c184a03-5f78-4407-9ff0-34903f96a496|Update|Published|3|2019-03-21|2016-09-24||In Commercial Distribution|Equalizer™|M001171060||021717889|BOSTON SCIENTIFIC CORPORATION|1|Occlusion Balloon Catheter||||||true|true|||true||true||Labeling does not contain MRI Safety Information|true||true|
08714729402350|7a41bd74-701a-4f74-bd73-1e4ce3baa432|Update|Published|3|2019-03-21|2016-09-24||In Commercial Distribution|Equalizer™|M001171050||021717889|BOSTON SCIENTIFIC CORPORATION|1|Occlusion Balloon Catheter||||||true|true|||true||true||Labeling does not contain MRI Safety Information|true||true|
00849111030014|637442dd-ff4c-498a-9ef4-36cb120b31d0|Update|Published|4|2019-03-21|2015-07-24||In Commercial Distribution|CoAxia FloControl™ Catheter|1028|8700-000776-01|799455241|Zoll Circulation, Inc.|1|The CoAxia FloControl™ Catheter is a 7F multi-lumen device with two balloons mounted near the distal tip.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|
B380T39F150|f1fd1149-518a-4527-893b-dd8ba3376660|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|T39F15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B380T38F150|0a334b58-e62c-4e72-baef-16376173997d|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|T38F15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B380T311F300|ed2a8caf-0062-4bc2-863c-ce7002cf306e|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|T311F30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B380NL9IRR30D0|22ad34da-5585-4f66-a5f4-9e447972581d|Update|Published|4|2019-03-21|2016-10-14||In Commercial Distribution|LMI BILUMEN IRRIGATION ARTERIAL EMBOLECTOMY CATHETER|NL9IRR30D||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B380NL12IRR30D0|b65dce4c-0a17-4117-9d4a-257f08e1cfc5|Update|Published|4|2019-03-21|2016-10-14||In Commercial Distribution|LMI BILUMEN IRRIGATION ARTERIAL EMBOLECTOMY CATHETER|NL12IRR30D||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3809FCESB150|513eb2af-9676-45c0-9ff3-6679d0f91423|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|9FCESB15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3809FCES150|ebc47c97-ad7d-43f6-8075-a49c8ad4259d|New|Published|1|2019-07-30|2019-07-22||In Commercial Distribution|CAROTID ENDARTERECTOMY SHUNT|9FCES15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3809FCBS4004020|6f083feb-ecef-49b3-8a6a-021672b29fb7|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|9FCBS400-40-2||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3809FCBS4004010|83e8048b-acfa-4817-ac6a-4b518be9c242|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|9FCBS400-40-1||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3809FCBS1001020|4da46282-80db-4e08-81f9-411c7a8fea7f|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|9FCBS100-10-2||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3809FCBS1001010|281ef057-ebc5-48cd-92ec-3eda9519f8d8|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|9FCBS100-10-1||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3808FCESB300|67b72d84-1d71-4269-97e3-fd05ddba6f6e|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|8FCESB30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3808FCESB150|dd28b033-49d9-4238-a175-52cf4e261723|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|8FCESB15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3808FCES300|7d019ec1-eb00-45e7-8360-e766162781bb|New|Published|1|2019-07-30|2019-07-22||In Commercial Distribution|CAROTID ENDARTERECTOMY SHUNT|8FCES30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3808FCES150|30288ae7-58b6-4204-b4db-9258b315de49|New|Published|1|2019-07-30|2019-07-22||In Commercial Distribution|CAROTID ENDARTERECTOMY SHUNT|8FCES15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3808FCBS4004020|82df352e-b60b-4236-b774-2cf27fc555a9|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|8FCBS400-40-2||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3808FCBS4004010|da3e07c8-58f5-49c1-8585-1672d48a4152|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|8FCBS400-40-1||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3808FCBS1001020|25b4341d-dc28-4872-835a-e89d00869099|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|8FCBS100-10-2||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3808FCBS1001010|9c9890ef-cf51-4e79-8ed3-677747e15be9|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|8FCBS100-10-1||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3807FIRR080P0|f5da7615-a8c2-400e-a375-d44de2737666|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (PROXIMAL) ARTERIAL EMBOLECTOMY CATHETER|7FIRR080P||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3807FIRR080D0|0410e131-d96d-4abc-8581-467e2c84f731|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (DISTAL) ARTERIAL EMBOLECTOMY CATHETER|7FIRR080D||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3807FIRR040P0|df8129ad-bd37-44c0-af39-c568b0edc3f6|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (PROXIMAL) ARTERIAL EMBOLECTOMY CATHETER|7FIRR040P||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3806FIRR080P0|1077549f-2c00-494b-9b9d-7461a1af9eb9|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (PROXIMAL) ARTERIAL EMBOLECTOMY CATHETER|6FIRR080P||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3806FIRR080D0|7f266d2c-f690-43a3-a58d-3db84471ba4a|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (DISTAL) ARTERIAL EMBOLECTOMY CATHETER|6FIRR080D||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3806FIRR040P0|170962f4-5731-4cbe-a5d4-b9c5b0a6016e|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (PROXIMAL) ARTERIAL EMBOLECTOMY CATHETER|6FIRR040P||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3806FIRR040D0|391a9464-a197-4927-8f97-23a3e7824b21|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (DISTAL) ARTERIAL EMBOLECTOMY CATHETER|6FIRR040D||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3805FIRR040D0|ba39cbdb-43d2-4419-9d03-68b5c7795772|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (DISTAL) ARTERIAL EMBOLECTOMY CATHETER|5FIRR040D||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3804FIRR080P0|62738612-3458-4b8c-90c2-76211914ea46|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (PROXIMAL) ARTERIAL EMBOLECTOMY CATHETER|4FIRR080P||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3804FIRR080D0|d348e3f3-6bb8-42b7-befc-0872bdbabc3d|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (DISTAL) ARTERIAL EMBOLECTOMY CATHETER|4FIRR080D||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3804FIRR040P0|542363e4-fea4-442d-8c45-68aeac8d5815|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (PROXIMAL) ARTERIAL EMBOLECTOMY CATHETER|4FIRR040P||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B3804FIRR040D0|f081111f-5f0b-4d44-bff8-8dbfb0a5bfd5|Update|Published|4|2019-03-21|2016-09-06||In Commercial Distribution|LMI BILUMEN IRRIGATION (DISTAL) ARTERIAL EMBOLECTOMY CATHETER|4FIRR040D||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38012FCBS4004020|8e88569a-62db-4c6c-bfce-610a6e9e5e5f|Update|Published|3|2018-07-06|2016-09-15||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|12FCBS400-40-2||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38011FCBS1001020|60885599-4041-4a28-9af8-2701dd3092a6|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|11FCBS100-10-2||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38011FCBS1001010|a7b5c6f4-26c4-41de-a296-2e5f0df21537|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|11FCBS100-10-1||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38010FCESB300|58a20bd9-6d6a-4295-bd28-ffa644d1350f|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|10FCESB30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38010FCESB150|84656303-84b3-465b-a4de-bb53a6750b94|Update|Published|3|2018-07-06|2016-09-02||In Commercial Distribution|LMI CAROTID ENDARTERECTOMY SHUNT CATHETER|10FCESB15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38010FCES300|415573d0-a251-4b3f-b995-638b33ac3f12|New|Published|1|2019-07-30|2019-07-22||In Commercial Distribution|CAROTID ENDARTERECTOMY SHUNT|10FCES30||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38010FCES150|321bcbff-16a3-4066-9be9-deb0b782c560|New|Published|1|2019-07-30|2019-07-22||In Commercial Distribution|CAROTID ENDARTERECTOMY SHUNT|10FCES15||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38010FCBS4004020|989603bb-4e15-4b3d-ada5-f12ce88b924b|Update|Published|3|2018-07-06|2016-09-16||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|10FCBS400-40-2||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38010FCBS4004010|3a8525b1-fd7b-4829-a2e7-d6b92e12a3de|Update|Published|3|2018-07-06|2016-09-16||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|10FCBS400-40-1||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38010FCBS1001020|d8cb9c21-effc-4129-bf62-fd20f95781a8|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|10FCBS100-10-2||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
B38010FCBS1001010|e6db2afb-09f2-4730-a4f0-fd2a4e141880|Update|Published|3|2018-07-06|2016-09-19||In Commercial Distribution|LMI CAROTID SHUNT WITH SAFETY BALLOON CATHETER|10FCBS100-10-1||878198993|LUCAS MEDICAL INC|1|||||||true|true||true|true|||true|Labeling does not contain MRI Safety Information|true||true|true
